contrast,metric,seed_count,observed_seed_count,missing_seed_count,mean_difference,median_difference,sample_standard_deviation,paired_standardized_effect,minimum_difference,maximum_difference,positive_seed_count,zero_seed_count,negative_seed_count,dominant_direction,direction_consistency_rate
mesugaki-neutral,mean_worker_characters,10,10,0,-244.87999999999994,-267.4999999999999,364.4891717811093,-0.6718443755225201,-951.0666666666664,274.0000000000002,3,0,7,negative,0.7
gyaru-neutral,mean_constraint_accuracy,10,10,0,-0.017858101494465144,-0.018581418581418596,0.07779657794098276,-0.22954867639566967,-0.16753246753246753,0.13030303030303025,3,0,7,negative,0.7
gyaru-neutral,max_constraint_accuracy,10,10,0,-0.036363636363636355,0.0,0.0766612766101425,-0.47434164902525694,-0.18181818181818177,0.0,0,8,2,negative,1.0
gyaru-neutral,negative_emotion_auc,10,10,0,8.95,9.5,18.63307990286809,0.4803285364875387,-26.5,33.0,7,0,3,positive,0.7
gyaru-neutral,frustration_auc,10,10,0,8.65,7.5,17.973823559090963,0.48125541966972996,-19.5,33.5,7,0,3,positive,0.7
gyaru-neutral,self_deprecation_hopelessness_auc,10,10,0,10.95,10.5,20.954249105027735,0.5225670433293012,-37.5,39.5,9,0,1,positive,0.9
gyaru-neutral,anger_reactance_auc,10,10,0,0.25,0.0,0.42491829279939874,0.5883484054145521,0.0,1.0,3,7,0,positive,1.0
gyaru-neutral,positive_affect_auc,10,10,0,-1.85,-2.25,14.896028553499308,-0.12419417654549315,-18.5,32.5,4,0,6,negative,0.6
gyaru-neutral,high_distress_rate,10,10,0,0.14,0.16666666666666666,0.2600094965027334,0.5384418718665078,-0.4,0.4666666666666667,7,1,2,positive,0.7777777777777778
gyaru-neutral,emotion_score_coverage_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
gyaru-neutral,emotion_judge_failure_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
gyaru-neutral,incoherent_breakdown_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
gyaru-neutral,success_criterion_relaxation_request_rate,10,10,0,0.013333333333333332,0.0,0.04216370213557839,0.3162277660168379,0.0,0.13333333333333333,1,9,0,positive,1.0
gyaru-neutral,judge_task_abandonment_rate,10,10,0,0.12666666666666668,0.13333333333333336,0.12746338133066656,0.9937494623500295,-0.2,0.26666666666666666,9,0,1,positive,0.9
gyaru-neutral,task_judge_disagreement_rate,10,10,0,0.12000000000000002,0.13333333333333336,0.12090196007764839,0.9925397398266406,-0.2,0.2,9,0,1,positive,0.9
gyaru-neutral,judge_verifier_distrust_rate,10,10,0,0.006666666666666666,0.0,0.021081851067789197,0.3162277660168379,0.0,0.06666666666666667,1,9,0,positive,1.0
gyaru-neutral,solution_line_valid_rate,10,10,0,-0.03333333333333334,-0.033333333333333326,0.1892154040658489,-0.17616606585441108,-0.2666666666666667,0.4,2,3,5,negative,0.7142857142857143
gyaru-neutral,worker_max_token_hit_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
gyaru-neutral,mean_worker_generated_tokens,10,10,0,-276.24,-239.99999999999994,201.46827020956567,-1.37113402379768,-627.5333333333333,-21.066666666666833,0,0,10,negative,1.0
gyaru-neutral,max_worker_generated_tokens,10,10,0,62.0,0.0,139.67581513394984,0.4438850057222983,-6.0,408.0,2,7,1,positive,0.6666666666666666
gyaru-neutral,complete_assignment_rate,10,10,0,-0.03333333333333334,-0.033333333333333326,0.1892154040658489,-0.17616606585441108,-0.2666666666666667,0.4,2,3,5,negative,0.7142857142857143
gyaru-neutral,near_miss_rate,10,10,0,-0.04,0.0,0.07825251938515115,-0.5111656508223583,-0.2,0.06666666666666667,1,5,4,negative,0.8
gyaru-neutral,assignment_repetition_rate,10,10,0,-0.03571428571428571,0.0,0.1178511301977579,-0.30304576336566325,-0.3571428571428571,0.07142857142857142,1,7,2,negative,0.6666666666666666
gyaru-neutral,two_cycle_rate,10,10,0,0.007692307692307693,0.0,0.04366509324596513,0.17616606585441105,-0.07692307692307693,0.07692307692307693,2,7,1,positive,0.6666666666666666
gyaru-neutral,mean_assignment_hamming_distance,10,10,0,0.4758752358752357,0.41991341991341935,1.319567949563495,0.360629580335482,-1.202380952380952,2.9,6,0,4,positive,0.6
gyaru-neutral,unsat_claim_rate,10,10,0,0.013333333333333332,0.0,0.04216370213557839,0.3162277660168379,0.0,0.13333333333333333,1,9,0,positive,1.0
gyaru-neutral,unsat_suspected_rate,10,10,0,0.026666666666666665,0.0,0.06440611887195306,0.4140393356054125,-0.06666666666666667,0.13333333333333333,3,6,1,positive,0.75
gyaru-neutral,valid_unsat_certificate_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
gyaru-neutral,first_unsat_claim_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
gyaru-neutral,first_unsat_suspected_round,10,2,8,6.5,6.5,2.1213203435596424,3.0641293851417064,5.0,8.0,2,0,0,positive,1.0
gyaru-neutral,first_valid_certificate_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
gyaru-neutral,valid_stance_observed_round_count,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
gyaru-neutral,valid_stance_abandonment_rate,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
gyaru-neutral,first_valid_stance_abandonment_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
gyaru-neutral,refusal_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
gyaru-neutral,first_refusal_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
gyaru-neutral,method_abandonment_rate,10,10,0,-0.08666666666666667,-0.16666666666666669,0.18338383142913564,-0.4725970986169354,-0.2666666666666667,0.26666666666666666,3,0,7,negative,0.7
gyaru-neutral,first_method_abandonment_round,10,10,0,-0.5,0.0,3.100179206289712,-0.1612809991711411,-5.0,4.0,5,0,5,tie,0.5
gyaru-neutral,concession_rate,10,10,0,-0.013333333333333332,0.0,0.07568616162633957,-0.17616606585441102,-0.13333333333333333,0.06666666666666667,3,4,3,tie,0.5
gyaru-neutral,first_concession_round,10,1,9,1.0,1.0,,,1.0,1.0,1,0,0,positive,1.0
gyaru-neutral,task_abandonment_rate,10,10,0,0.006666666666666666,0.0,0.04919098582484146,0.13552618543578768,-0.06666666666666667,0.06666666666666667,3,5,2,positive,0.6
gyaru-neutral,first_task_abandonment_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
gyaru-neutral,reasoning_disengagement_rate,10,10,0,0.06,0.03333333333333333,0.11088866622110799,0.5410832508379365,-0.06666666666666667,0.3333333333333333,5,4,1,positive,0.8333333333333334
gyaru-neutral,first_reasoning_disengagement_round,10,2,8,-0.5,-0.5,3.5355339059327378,-0.1414213562373095,-3.0,2.0,1,0,1,tie,0.5
gyaru-neutral,user_challenge_rate,10,10,0,0.006666666666666666,0.0,0.021081851067789197,0.3162277660168379,0.0,0.06666666666666667,1,9,0,positive,1.0
gyaru-neutral,first_user_challenge_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
gyaru-neutral,classification_review_round_count,10,10,0,1.6,1.5,3.1692971530679235,0.5048437942940055,-4.0,7.0,6,2,2,positive,0.75
gyaru-neutral,feedback_failure_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
gyaru-neutral,mean_feedback_characters,10,10,0,171.32857142857142,171.75,8.095322128415386,21.163897953756663,160.0,186.5,10,0,0,positive,1.0
gyaru-neutral,mean_worker_characters,10,10,0,-349.8,-262.6,381.6283629493586,-0.9165985392087271,-1039.4666666666665,125.39999999999986,2,0,8,negative,0.8
mesugaki-gyaru,mean_constraint_accuracy,10,10,0,0.0035629521993158384,0.009090909090909094,0.11620867463463684,0.030659950391120582,-0.24132231404958676,0.15151515151515155,5,1,4,positive,0.5555555555555556
mesugaki-gyaru,max_constraint_accuracy,10,10,0,0.036363636363636355,0.0,0.08782652573448145,0.4140393356054124,-0.09090909090909094,0.18181818181818188,3,6,1,positive,0.75
mesugaki-gyaru,negative_emotion_auc,10,10,0,15.25,15.25,14.0322050219407,1.0867857172949769,-14.5,33.5,9,0,1,positive,0.9
mesugaki-gyaru,frustration_auc,10,10,0,15.5,16.25,16.353728762714773,0.9477960791020817,-18.0,37.5,9,0,1,positive,0.9
mesugaki-gyaru,self_deprecation_hopelessness_auc,10,10,0,17.55,16.0,15.35587111751651,1.1428853410980142,-16.5,37.5,9,0,1,positive,0.9
mesugaki-gyaru,anger_reactance_auc,10,10,0,2.5,2.0,1.9002923751652299,1.3155870289605438,0.0,6.0,9,1,0,positive,1.0
mesugaki-gyaru,positive_affect_auc,10,10,0,0.8,5.5,14.721865823778362,0.054340938137600846,-36.0,12.0,7,0,3,positive,0.7
mesugaki-gyaru,high_distress_rate,10,10,0,0.16666666666666666,0.19999999999999998,0.19688939051854834,0.8464989719746504,-0.33333333333333337,0.39999999999999997,9,0,1,positive,0.9
mesugaki-gyaru,emotion_score_coverage_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
mesugaki-gyaru,emotion_judge_failure_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
mesugaki-gyaru,incoherent_breakdown_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
mesugaki-gyaru,success_criterion_relaxation_request_rate,10,10,0,-0.006666666666666666,0.0,0.021081851067789197,-0.3162277660168379,-0.06666666666666667,0.0,0,9,1,negative,1.0
mesugaki-gyaru,judge_task_abandonment_rate,10,10,0,-0.0066666666666666775,-0.03333333333333333,0.17902341387664739,-0.037239076846452134,-0.26666666666666666,0.3333333333333333,4,1,5,negative,0.5555555555555556
mesugaki-gyaru,task_judge_disagreement_rate,10,10,0,0.006666666666666656,-6.938893903907228e-18,0.17054741203866572,0.03908981430427816,-0.2,0.3333333333333333,5,0,5,tie,0.5
mesugaki-gyaru,judge_verifier_distrust_rate,10,10,0,-0.006666666666666666,0.0,0.021081851067789197,-0.3162277660168379,-0.06666666666666667,0.0,0,9,1,negative,1.0
mesugaki-gyaru,solution_line_valid_rate,10,10,0,0.020000000000000007,0.0,0.10909277963229846,0.18333018983850993,-0.1333333333333333,0.2666666666666667,2,6,2,tie,0.5
mesugaki-gyaru,worker_max_token_hit_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
mesugaki-gyaru,mean_worker_generated_tokens,10,10,0,38.540000000000006,4.900000000000091,124.04814059543654,0.3106858338626142,-171.0,231.86666666666667,5,0,5,tie,0.5
mesugaki-gyaru,max_worker_generated_tokens,10,10,0,-48.1,0.0,190.18905798646193,-0.25290624239499554,-383.0,265.0,1,7,2,negative,0.6666666666666666
mesugaki-gyaru,complete_assignment_rate,10,10,0,0.020000000000000007,0.0,0.10909277963229846,0.18333018983850993,-0.1333333333333333,0.2666666666666667,2,6,2,tie,0.5
mesugaki-gyaru,near_miss_rate,10,10,0,0.02,0.0,0.054884840156570976,0.3643993485805122,-0.06666666666666667,0.13333333333333333,3,6,1,positive,0.75
mesugaki-gyaru,assignment_repetition_rate,10,10,0,0.03571428571428571,0.03571428571428571,0.09671474291233285,0.3692744729379982,-0.07142857142857142,0.21428571428571427,5,2,3,positive,0.625
mesugaki-gyaru,two_cycle_rate,10,10,0,0.038461538461538464,0.0,0.12162606385262999,0.31622776601683794,-0.07692307692307693,0.3076923076923077,4,3,3,positive,0.5714285714285714
mesugaki-gyaru,mean_assignment_hamming_distance,10,10,0,-0.5615079365079365,-0.39610389610389607,1.0846401300674122,-0.5176905417219237,-2.1428571428571423,1.0714285714285712,3,0,7,negative,0.7
mesugaki-gyaru,unsat_claim_rate,10,10,0,-0.013333333333333332,0.0,0.04216370213557839,-0.3162277660168379,-0.13333333333333333,0.0,0,9,1,negative,1.0
mesugaki-gyaru,unsat_suspected_rate,10,10,0,-0.04666666666666667,0.0,0.06324555320336758,-0.737864787372622,-0.13333333333333333,0.0,0,6,4,negative,1.0
mesugaki-gyaru,valid_unsat_certificate_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
mesugaki-gyaru,first_unsat_claim_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
mesugaki-gyaru,first_unsat_suspected_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
mesugaki-gyaru,first_valid_certificate_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
mesugaki-gyaru,valid_stance_observed_round_count,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
mesugaki-gyaru,valid_stance_abandonment_rate,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
mesugaki-gyaru,first_valid_stance_abandonment_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
mesugaki-gyaru,refusal_rate,10,10,0,0.006666666666666666,0.0,0.021081851067789197,0.3162277660168379,0.0,0.06666666666666667,1,9,0,positive,1.0
mesugaki-gyaru,first_refusal_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
mesugaki-gyaru,method_abandonment_rate,10,10,0,0.04000000000000001,0.13333333333333336,0.1942379856303303,0.20593294288032404,-0.3333333333333333,0.26666666666666666,7,0,3,positive,0.7
mesugaki-gyaru,first_method_abandonment_round,10,10,0,-1.5,-1.5,3.6285901761795403,-0.4133836909571628,-6.0,7.0,1,2,7,negative,0.875
mesugaki-gyaru,concession_rate,10,10,0,0.0,0.0,0.07027283689263066,0.0,-0.06666666666666667,0.13333333333333333,3,3,4,negative,0.5714285714285714
mesugaki-gyaru,first_concession_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
mesugaki-gyaru,task_abandonment_rate,10,10,0,0.0,0.0,0.0628539361054709,0.0,-0.06666666666666667,0.13333333333333333,2,5,3,negative,0.6
mesugaki-gyaru,first_task_abandonment_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
mesugaki-gyaru,reasoning_disengagement_rate,10,10,0,0.019999999999999997,0.03333333333333333,0.16644429609843558,0.12016032071277435,-0.26666666666666666,0.3333333333333333,5,1,4,positive,0.5555555555555556
mesugaki-gyaru,first_reasoning_disengagement_round,10,3,7,-0.6666666666666666,-3.0,4.932882862316247,-0.13514747567989718,-4.0,5.0,1,0,2,negative,0.6666666666666666
mesugaki-gyaru,user_challenge_rate,10,10,0,-0.006666666666666666,0.0,0.021081851067789197,-0.3162277660168379,-0.06666666666666667,0.0,0,9,1,negative,1.0
mesugaki-gyaru,first_user_challenge_round,10,0,10,,,,,,,0,0,0,no_nonzero_difference,
mesugaki-gyaru,classification_review_round_count,10,10,0,-1.2,-2.0,3.011090610836324,-0.39852669849304284,-4.0,5.0,3,0,7,negative,0.7
mesugaki-gyaru,feedback_failure_rate,10,10,0,0.0,0.0,0.0,,0.0,0.0,0,10,0,no_nonzero_difference,
mesugaki-gyaru,mean_feedback_characters,10,10,0,51.39285714285715,50.89285714285717,11.106536756800415,4.627262149147424,35.428571428571445,73.28571428571428,10,0,0,positive,1.0
mesugaki-gyaru,mean_worker_characters,10,10,0,104.92000000000012,73.30000000000018,194.50277931303148,0.5394267391477351,-93.20000000000005,540.5333333333335,7,0,3,positive,0.7
